BAIRRO,MARCA_OBJETO,DIA_SEMANA,PERIODO,IDADE,SEXO,RUBRICA,DESCR_SUBTIPOLOCAL
VILA PRUDENTE,Samsung,QUINTA,NOITE,28,MULHER,ROUBO,Via Publica
VILA PRUDENTE,Samsung,SEXTA,NOITE,33,MULHER,ROUBO,Via Publica
VILA PRUDENTE,Samsung,SEGUNDA,MADRUGADA,43,MULHER,ROUBO,Via Publica
JARDIM IBITIRAMA,Motorola,SEGUNDA,MADRUGADA,28,HOMEM,ROUBO,Via Publica
JARDIM IBITIRAMA,Motorola,SEGUNDA,MADRUGADA,35,HOMEM,ROUBO,Via Publica
QUINTA DA PAINEIRA,Apple,SEGUNDA,TARDE,32,MULHER,FURTO,Transporte Publico
VILA PRUDENTE,Motorola,SEGUNDA,TARDE,81,HOMEM,FURTO,Via Publica
VILA PRUDENTE,Outros,TERCA,MANHA,46,HOMEM,ROUBO,Via Publica
VILA PRUDENTE,Apple,QUINTA,MANHA,18,MULHER,FURTO,Transporte Publico
VILA PRUDENTE,Motorola,DOMINGO,NOITE,36,HOMEM,ROUBO,Via Publica
VILA PRUDENTE,Samsung,QUARTA,NOITE,33,HOMEM,ROUBO,Via Publica
VILA PRUDENTE,Xiaomi,QUARTA,NOITE,70,MULHER,ROUBO,Via Publica
VILA PRUDENTE,Samsung,QUINTA,TARDE,58,HOMEM,ROUBO,Transporte Privado
VILA PRUDENTE,Samsung,QUINTA,TARDE,21,MULHER,ROUBO,Transporte Privado
VILA PRUDENTE,Samsung,QUINTA,TARDE,40,MULHER,ROUBO,Via Publica
VILA PRUDENTE,Xiaomi,QUINTA,TARDE,22,MULHER,ROUBO,Via Publica
VILA PRUDENTE,Xiaomi,QUINTA,TARDE,21,MULHER,ROUBO,Via Publica
VILA PRUDENTE,Samsung,QUINTA,NOITE,37,HOMEM,ROUBO,Via Publica
VILA PRUDENTE,Xiaomi,QUINTA,NOITE,63,HOMEM,ROUBO,Via Publica
VILA PRUDENTE,Outros,SEXTA,TARDE,37,HOMEM,FURTO,Via Publica
VILA CLAUDIA,Samsung,QUINTA,MANHA,48,MULHER,FURTO,Via Publica
MOOCA,Samsung,SEXTA,TARDE,67,HOMEM,FURTO,Via Publica
MOOCA,Samsung,SEGUNDA,MANHA,19,HOMEM,FURTO,Transporte Publico
MOOCA,Apple,QUINTA,NOITE,32,HOMEM,ROUBO,Via Publica
VILA BERTIOGA,Apple,SEXTA,MANHA,18,HOMEM,ROUBO,Via Publica
AGUA RASA,Apple,SEXTA,MANHA,26,MULHER,ROUBO,Via Publica
AGUA RASA,Motorola,QUARTA,TARDE,37,HOMEM,ROUBO,Via Publica
QUARTA PARADA,Motorola,QUINTA,TARDE,21,HOMEM,FURTO,Residencia / Hospedagem
MOOCA,Samsung,TERCA,NOITE,38,HOMEM,ROUBO,Via Publica
ALTO DA MOOCA,Xiaomi,QUINTA,TARDE,25,HOMEM,ROUBO,Residencia / Hospedagem
ALTO DA MOOCA,Apple,QUINTA,TARDE,16,HOMEM,ROUBO,Residencia / Hospedagem
ALTO DA MOOCA,Xiaomi,QUINTA,TARDE,55,HOMEM,ROUBO,Residencia / Hospedagem
ALTO DA MOOCA,Apple,QUINTA,TARDE,50,MULHER,ROUBO,Residencia / Hospedagem
AGUA RASA,Apple,SEGUNDA,NOITE,48,HOMEM,ROUBO,Via Publica
MOOCA,Apple,TERCA,NOITE,20,MULHER,ROUBO,Via Publica
AGUA RASA,Apple,QUINTA,NOITE,35,MULHER,ROUBO,Via Publica
ALTO DA MOOCA,Samsung,QUINTA,NOITE,15,HOMEM,ROUBO,Via Publica
QUARTA PARADA,Apple,SEXTA,NOITE,54,HOMEM,ROUBO,Via Publica
MOOCA,Apple,DOMINGO,NOITE,37,HOMEM,ROUBO,Via Publica
ALTO DA MOOCA,Samsung,QUARTA,MANHA,67,MULHER,FURTO,Saude
AGUA RASA,Motorola,SEXTA,TARDE,30,MULHER,ROUBO,Via Publica
MOOCA,Apple,QUINTA,NOITE,58,MULHER,ROUBO,Via Publica
MOOCA,Apple,QUINTA,NOITE,38,HOMEM,ROUBO,Via Publica
MOOCA,Samsung,SEXTA,NOITE,43,HOMEM,ROUBO,Via Publica
VILA BERTIOGA,Apple,DOMINGO,TARDE,18,MULHER,ROUBO,Via Publica
VILA BERTIOGA,Apple,DOMINGO,TARDE,43,HOMEM,ROUBO,Via Publica
MOOCA,Motorola,QUINTA,MADRUGADA,72,MULHER,FURTO,Via Publica
QUARTA PARADA,LG,QUARTA,NOITE,16,HOMEM,ROUBO,Via Publica
VILA CLAUDIA,Apple,SEXTA,MANHA,36,HOMEM,ROUBO,Saude
VILA CLAUDIA,Apple,SEXTA,MANHA,69,HOMEM,ROUBO,Saude
VILA CLAUDIA,Apple,SEXTA,MANHA,40,HOMEM,ROUBO,Saude
VILA BERTIOGA,Samsung,QUINTA,NOITE,21,MULHER,ROUBO,Via Publica
ALTO DA MOOCA,Samsung,QUINTA,NOITE,30,MULHER,ROUBO,Via Publica
VILA PRUDENTE,Samsung,QUINTA,NOITE,49,MULHER,ROUBO,Via Publica
AGUA RASA,Apple,SEXTA,NOITE,47,HOMEM,ROUBO,Via Publica
VILA FORMOSA,Motorola,SABADO,TARDE,34,MULHER,ROUBO,Via Publica
VILA FORMOSA,Motorola,SABADO,TARDE,36,MULHER,ROUBO,Via Publica
VILA FORMOSA,Motorola,SABADO,TARDE,29,MULHER,ROUBO,Via Publica
VILA FORMOSA,Motorola,SABADO,TARDE,30,MULHER,ROUBO,Via Publica
VILA FORMOSA,Samsung,DOMINGO,NOITE,34,HOMEM,ROUBO,Via Publica
VILA FORMOSA,Apple,SABADO,TARDE,45,MULHER,ROUBO,Via Publica
VILA FORMOSA,Samsung,TERCA,TARDE,41,MULHER,ROUBO,Via Publica
VILA FORMOSA,LG,TERCA,NOITE,33,HOMEM,ROUBO,Via Publica
VILA FORMOSA,Motorola,SABADO,MANHA,43,HOMEM,ROUBO,Residencia / Hospedagem
VILA FORMOSA,Samsung,QUARTA,MANHA,50,HOMEM,FURTO,Transporte Publico
VILA FORMOSA,Apple,SEGUNDA,TARDE,32,MULHER,ROUBO,Via Publica
VILA FORMOSA,Motorola,TERCA,NOITE,22,MULHER,ROUBO,Via Publica
VILA FORMOSA,Apple,QUINTA,NOITE,21,MULHER,ROUBO,Via Publica
VILA FORMOSA,Apple,QUINTA,NOITE,37,HOMEM,ROUBO,Via Publica
VILA FORMOSA,Apple,QUINTA,NOITE,31,MULHER,ROUBO,Via Publica
VILA FORMOSA,Apple,QUINTA,NOITE,26,HOMEM,ROUBO,Via Publica
VILA FORMOSA,Apple,QUINTA,NOITE,21,HOMEM,ROUBO,Via Publica
VILA FORMOSA,Apple,QUINTA,NOITE,36,MULHER,ROUBO,Via Publica
VILA FORMOSA,Samsung,DOMINGO,TARDE,55,MULHER,ROUBO,Via Publica
VILA FORMOSA,Samsung,DOMINGO,TARDE,56,HOMEM,ROUBO,Via Publica
VILA CARRAO,Apple,SABADO,NOITE,19,MULHER,ROUBO,Via Publica
VILA FORMOSA,Motorola,DOMINGO,NOITE,27,HOMEM,ROUBO,Via Publica
CARRAO,Apple,SABADO,NOITE,37,HOMEM,ROUBO,Via Publica
VILA FORMOSA,Apple,SEGUNDA,NOITE,36,MULHER,ROUBO,Via Publica
VILA FORMOSA,Apple,SEGUNDA,NOITE,38,MULHER,ROUBO,Via Publica
CARRAO,Apple,SEGUNDA,NOITE,52,MULHER,ROUBO,Via Publica
VILA FORMOSA,Apple,SEXTA,MANHA,75,MULHER,ROUBO,Via Publica
VILA FORMOSA,Samsung,SEGUNDA,MANHA,16,MULHER,ROUBO,Via Publica
VILA FORMOSA,Samsung,SEGUNDA,MANHA,40,MULHER,ROUBO,Via Publica
VILA FORMOSA,Samsung,TERCA,TARDE,20,MULHER,ROUBO,Via Publica
JARDIM TEXTIL,Apple,SEGUNDA,NOITE,28,HOMEM,ROUBO,Via Publica
VILA FORMOSA,Apple,DOMINGO,MANHA,45,HOMEM,ROUBO,Via Publica
VILA FORMOSA,Apple,DOMINGO,MANHA,37,MULHER,ROUBO,Via Publica
CARRAO,Samsung,QUARTA,NOITE,30,HOMEM,ROUBO,Via Publica
VILA FORMOSA,Apple,QUINTA,NOITE,32,HOMEM,ROUBO,Via Publica
BELEM,Xiaomi,QUINTA,TARDE,46,HOMEM,FURTO,Via Publica
BELEM,Apple,QUINTA,TARDE,20,MULHER,FURTO,Via Publica
BRAS,Samsung,SEGUNDA,NOITE,29,MULHER,ROUBO,Via Publica
PONTE PEQUENA,Apple,SEXTA,NOITE,18,HOMEM,ROUBO,Via Publica
BELENZINHO,Motorola,DOMINGO,MADRUGADA,46,HOMEM,FURTO,Transporte Privado
BELEM,Xiaomi,DOMINGO,NOITE,37,HOMEM,ROUBO,Via Publica
BELEM,Apple,TERCA,MANHA,31,MULHER,FURTO,Via Publica
BELEM,Apple,TERCA,TARDE,37,MULHER,ROUBO,Via Publica
BELEM,Motorola,QUINTA,NOITE,38,MULHER,ROUBO,Via Publica
BELEM,Xiaomi,SABADO,MANHA,25,HOMEM,FURTO,Via Publica
BELEM,Motorola,SEGUNDA,TARDE,23,MULHER,ROUBO,Via Publica
BELEM,Motorola,SEGUNDA,TARDE,81,MULHER,ROUBO,Via Publica
BELEM,Samsung,QUINTA,TARDE,61,MULHER,FURTO,Via Publica
BELEM,Samsung,QUINTA,TARDE,44,HOMEM,FURTO,Via Publica
BELEM,Samsung,DOMINGO,MANHA,27,HOMEM,ROUBO,Via Publica
BELEM,Apple,QUINTA,NOITE,19,HOMEM,ROUBO,Via Publica
BELEM,Motorola,DOMINGO,NOITE,54,HOMEM,FURTO,Via Publica
BELEM,Samsung,DOMINGO,MADRUGADA,26,MULHER,ROUBO,Via Publica
BELEM,Motorola,SEGUNDA,NOITE,80,MULHER,ROUBO,Via Publica
BELEM,Motorola,SEGUNDA,NOITE,31,MULHER,ROUBO,Via Publica
BELENZINHO,Apple,QUINTA,TARDE,50,MULHER,ROUBO,Via Publica
BELEM,Motorola,SEXTA,MANHA,22,HOMEM,ROUBO,Via Publica
BELEM,Xiaomi,QUINTA,TARDE,49,MULHER,ROUBO,Via Publica
BELENZINHO,Apple,QUINTA,NOITE,47,MULHER,ROUBO,Transporte Publico
BELEM,Samsung,TERCA,MADRUGADA,23,HOMEM,ROUBO,Via Publica
BELEM,Motorola,SEXTA,MANHA,27,HOMEM,ROUBO,Via Publica
PARQUE DO LAGO,Samsung,SEGUNDA,TARDE,19,HOMEM,FURTO,Via Publica
JARDIM ANGELA,Motorola,QUARTA,NOITE,22,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Motorola,QUARTA,NOITE,45,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Apple,QUARTA,NOITE,35,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Apple,QUARTA,NOITE,30,MULHER,ROUBO,Via Publica
PARQUE DO LAGO,Xiaomi,TERCA,MADRUGADA,32,MULHER,FURTO,Transporte Publico
PARQUE NOVO SANTO AMARO,Motorola,QUARTA,MADRUGADA,61,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Xiaomi,QUARTA,NOITE,45,HOMEM,ROUBO,Via Publica
PARQUE DO LAGO,Motorola,QUARTA,MANHA,45,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Samsung,QUARTA,NOITE,38,MULHER,ROUBO,Via Publica
CIDADE IPAVA,LG,QUARTA,NOITE,16,HOMEM,ROUBO,Via Publica
VILA BOM JARDIM,Xiaomi,SABADO,NOITE,34,MULHER,ROUBO,Estabelecimentos Comerciais / Industrias
VILA BOM JARDIM,Xiaomi,SABADO,NOITE,29,MULHER,ROUBO,Estabelecimentos Comerciais / Industrias
JARDIM ANGELA,Apple,SEGUNDA,NOITE,48,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Samsung,SEGUNDA,NOITE,47,MULHER,ROUBO,Via Publica
PARQUE DO LAGO,Apple,SEGUNDA,NOITE,42,MULHER,ROUBO,Via Publica
PARQUE SANTO ANTONIO,Apple,TERCA,MADRUGADA,48,HOMEM,ROUBO,Via Publica
PARQUE DO LAGO,Samsung,SEXTA,MADRUGADA,71,MULHER,FURTO,Via Publica
COLONIA (ZONA SUL),Samsung,QUARTA,NOITE,16,MULHER,ROUBO,Via Publica
JD SAO LUIS,Samsung,QUINTA,MANHA,38,MULHER,ROUBO,Via Publica
JD SAO LUIS,Samsung,QUINTA,MANHA,21,HOMEM,ROUBO,Via Publica
JD SAO LUIS,Samsung,QUINTA,MANHA,55,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Positivo,QUINTA,TARDE,42,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Positivo,QUINTA,TARDE,37,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Samsung,QUINTA,NOITE,51,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Outros,QUARTA,MADRUGADA,55,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Motorola,SEXTA,NOITE,19,MULHER,ROUBO,Via Publica
PARQUE BOLOGNE,Motorola,TERCA,TARDE,23,HOMEM,FURTO,Via Publica
PARQUE BOLOGNE,Motorola,TERCA,TARDE,15,HOMEM,FURTO,Via Publica
JARDIM ANGELA,Samsung,SABADO,MADRUGADA,18,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Xiaomi,SABADO,MADRUGADA,31,HOMEM,ROUBO,Via Publica
JARDIM VERA CRUZ(ZONA SUL),Motorola,QUINTA,TARDE,50,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Motorola,SEXTA,NOITE,43,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Samsung,SEXTA,NOITE,37,MULHER,FURTO,Via Publica
JARDIM ANGELA,Asus,DOMINGO,MADRUGADA,16,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Apple,DOMINGO,MADRUGADA,28,HOMEM,ROUBO,Via Publica
PARQUE DO LAGO,Xiaomi,SABADO,NOITE,38,MULHER,FURTO,Transporte Publico
JARDIM ANGELA,Motorola,TERCA,NOITE,74,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Motorola,TERCA,NOITE,15,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Motorola,SEXTA,MADRUGADA,15,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Samsung,TERCA,MANHA,66,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Outros,TERCA,NOITE,34,MULHER,ROUBO,Via Publica
JARDIM DO LAGO,Motorola,TERCA,NOITE,35,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Motorola,QUINTA,MADRUGADA,36,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Apple,TERCA,NOITE,31,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Apple,TERCA,NOITE,40,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Motorola,TERCA,MANHA,21,HOMEM,FURTO,Transporte Publico
JARDIM ANGELA,Xiaomi,QUARTA,NOITE,53,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Xiaomi,QUARTA,NOITE,15,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Xiaomi,QUARTA,NOITE,55,HOMEM,ROUBO,Via Publica
JD SAO LUIS,Samsung,QUARTA,NOITE,27,MULHER,ROUBO,Via Publica
JD SAO LUIS,Samsung,QUARTA,NOITE,38,HOMEM,ROUBO,Via Publica
JD SAO LUIS,Motorola,TERCA,NOITE,76,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Samsung,SEXTA,MANHA,41,HOMEM,ROUBO,Residencia / Hospedagem
JARDIM ANGELA,Samsung,SEXTA,MANHA,23,MULHER,ROUBO,Residencia / Hospedagem
PARQUE DO LAGO,Apple,SEXTA,MANHA,40,HOMEM,FURTO,Transporte Publico
BARONESA,Samsung,QUARTA,NOITE,34,HOMEM,ROUBO,Via Publica
PARQUE BOLOGNE,Samsung,QUARTA,NOITE,20,MULHER,ROUBO,Via Publica
PARQUE DAS CEREJEIRAS,Samsung,QUINTA,TARDE,35,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Samsung,QUINTA,NOITE,36,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Samsung,QUINTA,NOITE,84,MULHER,ROUBO,Via Publica
JARDIM TAMOIO,Motorola,QUARTA,NOITE,23,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Samsung,SEXTA,MADRUGADA,16,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Samsung,SEXTA,MANHA,25,MULHER,ROUBO,Transporte Privado
JD SAO LUIS,Samsung,SABADO,TARDE,34,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Samsung,SABADO,TARDE,27,MULHER,ROUBO,Via Publica
PARQUE UNIVERSITARIO ESPIRITA,Motorola,SABADO,NOITE,30,MULHER,ROUBO,Via Publica
PARQUE UNIVERSITARIO ESPIRITA,Samsung,SABADO,NOITE,21,MULHER,ROUBO,Via Publica
JD SAO LUIS,Motorola,SABADO,NOITE,27,HOMEM,ROUBO,Via Publica
PARQUE DO LAGO,Samsung,SEGUNDA,MANHA,21,HOMEM,ROUBO,Via Publica
PARQUE BOLOGNE,Samsung,SEGUNDA,NOITE,30,HOMEM,ROUBO,Via Publica
PARQUE BOLOGNE,Samsung,SEGUNDA,NOITE,57,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Motorola,SEXTA,MANHA,38,MULHER,FURTO,Residencia / Hospedagem
JARDIM ANGELA,Xiaomi,TERCA,MADRUGADA,53,HOMEM,ROUBO,Via Publica
JARDIM VERA CRUZ(ZONA SUL),Samsung,QUINTA,MANHA,84,MULHER,ROUBO,Via Publica
JARDIM VERA CRUZ(ZONA SUL),Motorola,QUINTA,MANHA,31,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Motorola,TERCA,NOITE,18,MULHER,ROUBO,Via Publica
JARDIM SANTA MARGARIDA,Samsung,QUARTA,MANHA,35,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Apple,QUARTA,NOITE,55,MULHER,ROUBO,Via Publica
JARDIM COPACABANA,Motorola,QUINTA,NOITE,21,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Lenovo,QUINTA,MADRUGADA,27,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Lenovo,QUINTA,MADRUGADA,27,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Apple,QUINTA,NOITE,84,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Apple,QUINTA,NOITE,36,MULHER,ROUBO,Via Publica
JARDIM ANGELA,LG,QUINTA,NOITE,80,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Samsung,SEXTA,NOITE,73,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Samsung,SEXTA,NOITE,31,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Samsung,SABADO,TARDE,25,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Samsung,QUINTA,MANHA,40,MULHER,ROUBO,Via Publica
PARQUE DO LAGO,Samsung,DOMINGO,MADRUGADA,40,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Motorola,SABADO,NOITE,15,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Apple,DOMINGO,MADRUGADA,53,MULHER,ROUBO,Via Publica
JAGUARE,Samsung,SEXTA,TARDE,16,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Motorola,SEGUNDA,MANHA,32,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Motorola,SEGUNDA,NOITE,28,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Motorola,SEGUNDA,NOITE,35,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Motorola,TERCA,NOITE,35,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Motorola,TERCA,NOITE,55,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Samsung,TERCA,NOITE,61,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Outros,SEGUNDA,TARDE,72,HOMEM,FURTO,Via Publica
JARDIM ANGELA,Apple,QUARTA,TARDE,43,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Apple,QUARTA,TARDE,56,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Outros,TERCA,NOITE,84,HOMEM,FURTO,Via Publica
JARDIM ANGELA,Xiaomi,QUARTA,NOITE,50,MULHER,ROUBO,Via Publica
PARQUE DO LAGO,LG,QUINTA,MADRUGADA,44,HOMEM,ROUBO,Via Publica
PARQUE DO LAGO,LG,SABADO,TARDE,33,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Samsung,QUARTA,MANHA,20,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Motorola,QUARTA,MADRUGADA,26,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Motorola,SEGUNDA,NOITE,82,MULHER,ROUBO,Via Publica
JD SAO LUIS,Apple,TERCA,NOITE,31,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Samsung,QUINTA,NOITE,22,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Motorola,QUINTA,NOITE,18,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Samsung,QUINTA,NOITE,35,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Motorola,QUINTA,NOITE,38,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Motorola,SEXTA,MADRUGADA,21,HOMEM,ROUBO,Via Publica
CIDADE IPAVA,Motorola,QUINTA,NOITE,74,MULHER,ROUBO,Via Publica
CIDADE IPAVA,Motorola,QUINTA,NOITE,31,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Samsung,SEXTA,MADRUGADA,50,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Xiaomi,SEXTA,MADRUGADA,23,MULHER,ROUBO,Via Publica
PARQUE DO LAGO,Xiaomi,SEXTA,MANHA,55,HOMEM,FURTO,Estabelecimentos Comerciais / Industrias
JARDIM ANGELA,Apple,QUINTA,NOITE,23,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Motorola,QUINTA,NOITE,36,MULHER,ROUBO,Via Publica
JARDIM ANGELA,Apple,TERCA,NOITE,54,HOMEM,ROUBO,Via Publica
JARDIM ANGELA,Motorola,SEGUNDA,NOITE,23,MULHER,ROUBO,Via Publica
CIDADE DUTRA,Samsung,TERCA,NOITE,28,MULHER,ROUBO,Via Publica
CIDADE DUTRA,Samsung,TERCA,NOITE,25,HOMEM,ROUBO,Via Publica
GRAJAU,Xiaomi,SABADO,TARDE,18,MULHER,ROUBO,Via Publica
GRAJAU,Motorola,QUINTA,MANHA,68,HOMEM,FURTO,Via Publica
PEDREIRA,Apple,QUINTA,TARDE,25,HOMEM,ROUBO,Via Publica
PEDREIRA,Apple,QUINTA,TARDE,48,MULHER,ROUBO,Via Publica
GRAJAU,Outros,QUINTA,TARDE,45,MULHER,ROUBO,Via Publica
GRAJAU,Positivo,TERCA,NOITE,34,MULHER,ROUBO,Via Publica
GRAJAU,Samsung,SEXTA,NOITE,19,HOMEM,ROUBO,Via Publica
CIDADE DUTRA,LG,QUINTA,NOITE,30,MULHER,ROUBO,Via Publica
CIDADE DUTRA,Apple,QUINTA,NOITE,42,MULHER,ROUBO,Via Publica
CIDADE DUTRA,Motorola,SEGUNDA,NOITE,50,HOMEM,ROUBO,Via Publica
CIDADE DUTRA,Xiaomi,SEGUNDA,NOITE,28,HOMEM,ROUBO,Via Publica
GRAJAU,Samsung,QUARTA,MADRUGADA,49,MULHER,ROUBO,Via Publica
CIDADE DUTRA,Samsung,SEGUNDA,NOITE,29,MULHER,FURTO,Via Publica
CIDADE DUTRA,Samsung,SEGUNDA,NOITE,29,HOMEM,FURTO,Via Publica
JARDIM GUANHEMBU,Apple,DOMINGO,NOITE,84,MULHER,ROUBO,Via Publica
CIDADE DUTRA,Xiaomi,DOMINGO,NOITE,21,HOMEM,ROUBO,Transporte Privado
GRAJAU,Samsung,SEGUNDA,NOITE,44,MULHER,ROUBO,Via Publica
PEDREIRA,Motorola,SABADO,MANHA,15,HOMEM,ROUBO,Via Publica
GRAJAU,Samsung,TERCA,NOITE,20,HOMEM,ROUBO,Estabelecimentos Comerciais / Industrias
GRAJAU,Samsung,TERCA,NOITE,43,MULHER,ROUBO,Estabelecimentos Comerciais / Industrias
CIDADE DUTRA,Apple,QUARTA,MANHA,58,HOMEM,ROUBO,Via Publica
CIDADE DUTRA,Apple,QUARTA,MANHA,29,HOMEM,ROUBO,Via Publica
GRAJAU,Apple,QUINTA,MADRUGADA,57,MULHER,ROUBO,Via Publica
GRAJAU,Motorola,QUINTA,MADRUGADA,29,HOMEM,ROUBO,Via Publica
PARQUE RESIDENCIAL COCAIA,Samsung,QUINTA,TARDE,29,HOMEM,ROUBO,Via Publica
CIDADE DUTRA,Motorola,QUINTA,TARDE,62,HOMEM,FURTO,Via Publica
GRAJAU,Samsung,QUINTA,TARDE,32,MULHER,FURTO,Via Publica
PARQUE COCAIA,Motorola,QUINTA,TARDE,57,MULHER,ROUBO,Via Publica
GRAJAU,Motorola,SABADO,MANHA,48,MULHER,ROUBO,Via Publica
PARQUE RESIDENCIAL COCAIA,Xiaomi,QUINTA,NOITE,21,MULHER,ROUBO,Via Publica
CIDADE DUTRA,Samsung,QUARTA,NOITE,22,HOMEM,ROUBO,Via Publica
CIDADE DUTRA,Samsung,SEXTA,TARDE,57,MULHER,ROUBO,Via Publica
PEDREIRA,Positivo,DOMINGO,TARDE,32,MULHER,ROUBO,Via Publica
GRAJAU,Xiaomi,SEGUNDA,NOITE,30,HOMEM,ROUBO,Estabelecimentos Comerciais / Industrias
GRAJAU,Xiaomi,SEGUNDA,NOITE,15,MULHER,ROUBO,Estabelecimentos Comerciais / Industrias
GRAJAU,Xiaomi,SEGUNDA,NOITE,73,HOMEM,ROUBO,Estabelecimentos Comerciais / Industrias
GRAJAU,Xiaomi,SEGUNDA,NOITE,27,MULHER,ROUBO,Estabelecimentos Comerciais / Industrias
CIDADE DUTRA,Motorola,TERCA,MADRUGADA,38,HOMEM,FURTO,Estabelecimentos Comerciais / Industrias
CIDADE DUTRA,Motorola,TERCA,MADRUGADA,16,MULHER,FURTO,Estabelecimentos Comerciais / Industrias
CIDADE DUTRA,Motorola,TERCA,MADRUGADA,66,MULHER,FURTO,Estabelecimentos Comerciais / Industrias
CIDADE DUTRA,Motorola,TERCA,MADRUGADA,49,MULHER,FURTO,Estabelecimentos Comerciais / Industrias
JARDIM DOS ALAMOS,Motorola,DOMINGO,NOITE,31,MULHER,ROUBO,Via Publica
GRAJAU,Samsung,TERCA,MADRUGADA,21,HOMEM,ROUBO,Via Publica
CIDADE DUTRA,Samsung,QUARTA,MADRUGADA,35,MULHER,ROUBO,Via Publica
GRAJAU,Motorola,QUARTA,TARDE,46,MULHER,ROUBO,Via Publica
GRAJAU,Motorola,QUARTA,MADRUGADA,21,MULHER,ROUBO,Via Publica
GRAJAU,Motorola,TERCA,MADRUGADA,38,HOMEM,ROUBO,Via Publica
GRAJAU,Motorola,TERCA,MADRUGADA,53,MULHER,ROUBO,Via Publica
GRAJAU,Samsung,QUARTA,NOITE,23,HOMEM,ROUBO,Via Publica
CIDADE DUTRA,Apple,SABADO,MADRUGADA,69,HOMEM,ROUBO,Via Publica
JARDIM REPRESA,Outros,SABADO,MANHA,60,MULHER,ROUBO,Via Publica
JARDIM REPRESA,Outros,SABADO,MANHA,25,MULHER,ROUBO,Via Publica
GRAJAU,Motorola,SABADO,MANHA,25,HOMEM,ROUBO,Via Publica
CIDADE DUTRA,Apple,SEXTA,TARDE,37,MULHER,FURTO,Via Publica
CIDADE DUTRA,Motorola,DOMINGO,MADRUGADA,21,MULHER,ROUBO,Via Publica
